v1,v2,language,source
ham,అనుకోకుండా మెసేజ్ డిలీట్ చేశాను. దయచేసి తిరిగి పంపండి.,Telugu,Microsoft
spam,T-మొబైల్ కస్టమర్ మీరు ఇప్పుడు మీ ఉచిత కెమెరా ఫోన్ అప్ గ్రేడ్ మరియు మీ విశ్వసనీయత కొరకు పే & గో సిమ్ కార్డును క్లెయిమ్ చేసుకోవచ్చు. 0845 021 3680 కు కాల్ చేయండి.ఆఫర్ ముగుస్తుంది 28వ తేదీ వెబ్.టి అండ్ సి దరఖాస్తు,Telugu,Microsoft
ham,నన్ను గాయపరిచాను... నన్ను ఆటపట్టించండి... నన్ను ఏడిపించండి... కానీ నా జీవిత చరమాంకంలో నా సమాధిపై ఒక గులాబీని ఉంచి మూర్ఖుడు ఐ మిస్ యు అని చెప్పండి.. మంచి రోజు BSLVYL,Telugu,Microsoft
ham,నేను ఇప్పుడు ఫోన్ తీయలేను. దయచేసి సందేశాన్ని పంపండి,Telugu,Microsoft
ham,కాఫీ రన్ టోమో కావాలా? ఇప్పటికే ఆ వారం సమయం అంటే నమ్మలేకపోతున్నా.,Telugu,Microsoft
ham,"అద్భుతం, చివరిసారిగా డీజిల్ తో మనం ఎవరినైనా పైకి తెచ్చిన విషయం నాకు గుర్తుంది :V",Telugu,Microsoft
ham,"నిజంగా షాకింగ్ గా, భయానకంగా ఉన్న ఈ విషాన్ని ఒక్క క్షణం కూడా ఊహించలేం. రాత్రంతా నిద్రపోండి. టాక్సీలో తప్ప రాత్రికి నేను ఎక్కడైనా క్రాష్ చేయగలనని మీరు అనుకుంటున్నారా?",Telugu,Microsoft
ham,ఓహ్ మరియు మీరు మీ ఫ్రిజ్ లో ఎక్కువ ఆహారాన్ని కలిగి ఉన్నారు! ఈ రాత్రి భోజనం కోసం బయటకు వెళ్లాలనుకుంటున్నారా? ,Telugu,Microsoft
ham,ఆయన అద్భుతమైన నటుడు.,Telugu,Microsoft
spam,ఎస్ఎంఎస్.. ac బ్లైండ్ డేట్ 4U!: రాడ్స్ 1 యునైటెడ్ కింగ్ డమ్ లోని అబెర్డీన్ నుండి 21/మీ దూరంలో ఉంది. http://img ఆయన్ను చూడండి. ఎస్ఎంఎస్.. ac/W/icmb3cktz8r7!-4 అంధ తేదీలు HIDEను పంపవు,Telugu,Microsoft
ham,మీరు కలుస్తారా అని జోస్ అడుగుతారు?,Telugu,Microsoft
ham,అవును. మా స్నేహం ఒక దారం మీద వేలాడుతోంది ఎందుకంటే మీరు వస్తువులు కొనలేరు.,Telugu,Microsoft
spam,"థీమ్ మోబ్> మా తాజా కంటెంట్, గేమ్స్, టోన్స్, గాసిప్, బేబీస్ మరియు స్పోర్ట్ లను చూడండి, మీ మొబైల్ ను ఫిట్ గా ఉంచండి మరియు ఫంకీ టెక్స్ట్ WAPని 82468 కు ఉంచండి",Telugu,Microsoft
ham,ఈ రోజు యాక్సెప్ట్ డే.. మీరు నన్ను ఇలా అంగీకరిస్తారా? బ్రదర్ సిస్టర్ లవర్ డియర్ 1 బెస్ట్ 1 క్లోస్1 ఎల్విబ్లెఫ్రండ్ జెస్ట్ఫ్రండ్ క్యూట్ఫ్రండ్ లిఫ్పార్ట్నర్ బెలోవ్డ్ స్వాట్హార్ట్ బ్స్ట్ఫ్రండ్ నో ఆర్ప్లై అంటే శత్రువు అని అర్థం.,Telugu,Microsoft
spam,"మీ స్మార్ట్ అనుకుంటున్నారా ? మా వీక్లీ క్విజ్ లో ఈ వారం £200 గెలుచుకోండి, ఇప్పుడు 85222 కు టెక్స్ట్ ప్లే! T&Cs విన్నర్స్ క్లబ్ PO BOX 84, M26 3UZ. 16+. GBP1.50/వారానికి",Telugu,Microsoft
ham,"హాయ్ నేను మీతో 2 రోజులు ఎలా ఉన్నానో, ఇది సాధారణ మార్గం మరియు ఇది నిజమైన నేను. UR ప్రత్యేకమైనది మరియు నా మిగిలిన జీవితం గురించి నాకు తెలుసు అని నేను ఆశిస్తున్నాను. వోట్ పోయిందని మీరు కనుగొంటారని ఆశిస్తున్నాను.",Telugu,Microsoft
ham,మీరు నా రోజును సృష్టించారు. మంచి రోజు కూడా.,Telugu,Microsoft
ham,కె.కె:) హ్యాపీ పొంగల్.,Telugu,Microsoft
ham,"హ్మ్మ్... మనం 4 కెబి పవర్ యోగా చేయవచ్చని ఊహించండి... హహ, మనం పవర్ యోగా చేయలేము... మీకే అర్థమైంది, మర్చిపోయాను...",Telugu,Microsoft
ham,"నిజంగా స్నేహితులు లేరు, నేను భయపడుతున్నాను :(",Telugu,Microsoft
spam,డిసెంబర్ మాత్రమే! మీ మొబైల్ 11 మీటర్లు+ ఉందా? లేటెస్ట్ కలర్ కెమెరా మొబైల్ ని ఉచితంగా అప్ డేట్ చేసుకోవచ్చు! మొబైల్ అప్ డేట్ కోకు ఉచితంగా కాల్ 08002986906,Telugu,Microsoft
ham,"మీకు కూడా క్రిస్మస్ శుభాకాంక్షలు బేబీ, ఐ లవ్ యూ *కిస్ లు*",Telugu,Microsoft
ham,హే... మనం ఎక్స్ మెన్ ని చూసి లంచ్ ఎందుకు చేయకూడదు... హాహా ,Telugu,Microsoft
ham,2 బస్సులు నిండాయి మరియు నేను ఇంకా 4 1 లో వేచి ఉన్నాను. Pete x,Telugu,Microsoft
ham,అది చాలా బాగుంటుంది. మేము గిల్డ్ లో ఉంటాము. బ్రిస్టల్ రోడ్డులో లేదా ఎక్కడైనా కలుసుకోవచ్చు - వారాంతంలో సంప్రదింపులు జరుపుతారు. మా ప్లాన్స్ ఫ్లైట్ ఎక్కుతాయి! మంచి వారం కావాలి,Telugu,Microsoft
ham,ఇబ్బంది లేదు. మీరు ఎలా చేస్తున్నావు?,Telugu,Microsoft
ham,హాయ్ డా:) నేటి తరగతి ఎలా ఉంది?,Telugu,Microsoft
ham,"ఇది మంచి సంకేతమని నేను చెబుతాను, కానీ, మహిళలను చదవడంలో నా ట్రాక్ రికార్డ్ మీకు తెలుసు",Telugu,Microsoft
ham,"బాగుంది, మీరు పార్క్ చేసినప్పుడు నాకు మెసేజ్ చేయండి",Telugu,Microsoft
ham,నేను మీకు పంపిన టెక్స్ట్ చదువుతున్నాను. ఇది ఒక జోక్ అని ఉద్దేశించబడింది. కాబట్టి ఆ వెలుగులో చదవండి.,Telugu,Microsoft
ham,కె.కె:) అపో కె.మంచి సినిమా.,Telugu,Microsoft
ham,టోమోలో బుక్ తీసి వెంటనే రిటర్న్ చేయొచ్చేమో..!? లేదా మరేదైనా.,Telugu,Microsoft
spam,జర్మనీకి నిమిషానికి ఒక్క పెన్స్ మాత్రమే ఇవ్వండి! 0844 861 85 85 యాక్సెస్ నంబర్ ద్వారా ఫిక్స్ డ్ లైన్ నుంచి కాల్ చేయండి. ముందస్తు చెల్లింపు లేదు. డైరెక్ట్ యాక్సెస్!,Telugu,Microsoft
spam,వాలెంటైన్స్ డే స్పెషల్! మా క్విజ్ లో £1000 గెలుచుకోండి మరియు మీ భాగస్వామిని జీవితకాల యాత్రకు తీసుకెళ్లండి! ఇప్పుడు 83600కు జీవో పంపండి. 150p/msg rcvd. కస్ట్ కేర్: 08718720201.,Telugu,Microsoft
ham,చల్లార్చు. ఇంతకు ముందు మీరు ఎందుకు గెలవలేదు మరియు భోజనం చేయలేదు?,Telugu,Microsoft
ham,జస్ట్ నిద్ర.. మరియు సర్ఫింగ్,Telugu,Microsoft
ham,నన్ను పిలిచింది కరెక్టేనా? నా హ్యాండ్ ఫోన్ కు కాల్ చేయండి...,Telugu,Microsoft
ham,సరే అది చాలా బాగుంది.,Telugu,Microsoft
ham,అప్పుడు ఆ పోస్ట్ వచ్చిందని అనుకుంటున్నాను! మీకు ఇప్పుడు 1000 ల గ్రంథాలు ఉండాలి! హ్యాపీ రీడింగ్. చివర్లో ఉన్న వివ్ హలో కరోలిన్ నుండి నాది నా ఫేవరెట్. ఆయనను ఆశీర్వదించండి,Telugu,Microsoft
ham,అపరిచితుడు ఎక్కడ దాక్కున్నావు?,Telugu,Microsoft
ham,అలా చేయడానికి ఆసక్తి చూపడం లేదు.,Telugu,Microsoft
ham,నా సోదరి నిన్న బిర్లా సాఫ్ట్ లో రెండు రౌండ్లు క్లియర్ చేసింది.,Telugu,Microsoft
ham,గుడ్నైట్.... టీసీ... కొనసాగుతున్న ప్రాక్టీస్,Telugu,Microsoft
ham,డిస్ అంటే యిజుయే. నేను మీ మెయిల్ చూశాను. ఒకవేళ హ్యూమింగ్ మీకు నా నెంబరు పంపకపోతే. డిస్ అనేది నా నం.,Telugu,Microsoft
ham,ఇప్పుడు ఒక చిన్న ప్రెస్టీజ్ ప్రాబ్లమ్.,Telugu,Microsoft
spam,షాగ్ ను ఫ్యాన్సీ చేస్తున్నారా? నేను చేస్తా. ఆసక్తిగా ఉందా? Txt XXUK SUZYని 69876కు sextextuk.com. టిఎక్స్ టిలు ఎంఎస్ జికి 1.50 ఖర్చు అవుతాయి. వెబ్సైట్లో టీఎన్సీలు.. X,Telugu,Microsoft
ham,"లేదు అక్కడ మీకు సహాయం చేయలేను, నా వద్ద ఎప్పుడూ ఐఫోన్ లేదు",Telugu,Microsoft
ham,గంటన్నరలో నువ్వు నా కారులో లేకపోతే నేను వెళ్లిపోతాను.,Telugu,Microsoft
ham,"ఈ రోజు సారీ డే.! ఎప్పుడైనా నీ మీద కోపం వస్తే, నీతో అసభ్యంగా ప్రవర్తించినా, బాధపెట్టినా? దయచేసి మిమ్మల్ని చెంపదెబ్బ కొట్టండి ఎందుకంటే, ఇది మీ తప్పు, నేను బేసిక్ గా మంచివాడిని",Telugu,Microsoft
ham,మనకు ఆల్కహాల్ ఎంత అవసరమో మీరు ఎప్పుడైనా కనుగొన్నారా? జే మరియు నేను కలుపు కోసం సురక్షితంగా ఎంత ఖర్చు చేయవచ్చో తెలుసుకోవడానికి ప్రయత్నిస్తున్నాము,Telugu,Microsoft
ham,&lt;#&gt; ISH నిమిషాలు 5 నిమిషాల క్రితం జరిగింది. WTF.,Telugu,Microsoft
ham,"కాల్ చేసినందుకు ధన్యవాదాలు. మీకు ఓనం శుభాకాంక్షలు చెప్పడం మర్చిపోయాను సర్జీ.నేను ఇక్కడ బాగానే ఉన్నాను మరియు ఒక బీమా వ్యక్తిని కలిసినప్పుడు మిమ్మల్ని గుర్తు చేసుకున్నాను. ఖతార్ లో మిమ్మల్ని కలవండి ఇన్షా అల్లా.టిస్కోలో చేరిన మాజీ టాటా ఎఐజి రఖేష్, తైసీర్.",Telugu,Microsoft
spam,మీ క్యాష్ బ్యాలెన్స్ ప్రస్తుతం 500 పౌండ్లు - మీ క్యాష్-ఇన్ ను పెంచడానికి ఇప్పుడు 86688కు కేవలం 150p/msg మాత్రమే క్యాష్ ని పంపండి. CC: 08708800282 HG/సూట్342/2Lands Row/W1J6HL,Telugu,Microsoft
ham,"హలో! ఇప్పుడే ఇక్కడికి వచ్చాను, సెయింట్ ఆండ్రూస్-బాయ్ ఇది చాలా దూరం! చల్లగా ఉంది. నేను మిమ్మల్ని పోస్ట్ చేస్తాను",Telugu,Microsoft
ham,హ హ కూల్ చిక్కు చిక్కు :-):-D బి-),Telugu,Microsoft
ham,అయ్యో నో ప్రోబ్..,Telugu,Microsoft
ham,ఇప్పుడే ఆడ్రీ స్టేటస్ చెక్ చేయండి,Telugu,Microsoft
ham,ఇక్కడ బిజీ. కొత్త సంవత్సరానికి ముగింపు పలికేందుకు ప్రయత్నిస్తున్నారు. ఎట్టకేలకు మిమ్మల్ని కలుసుకోవడానికి ఎదురుచూస్తున్నాను...,Telugu,Microsoft
ham,"గుడ్ మధ్యాహ్నం సూర్యరశ్మి! ఆ రోజు ఎలా ఉంది ? మనం ఉల్లాసంగా, సజీవంగా ఉన్నందుకు సంతోషంగా ఉన్నామా? మనం గాలి పీల్చి నవ్వుతున్నామా ? నేను నిన్ను తలచుకుంటున్నాను, నా ప్రేమ ... ఎప్పటిలాగే..",Telugu,Microsoft
ham,జెడ్ నన్ను జాగ్రత్తగా చూసుకుంటాడని నాకు తెలుసు. కాబట్టి కంగారు పడకండి.,Telugu,Microsoft
spam,"Update_Now - క్రిస్మస్ ఆఫర్! లేటెస్ట్ మోటరోలా, సోనీ ఎరిక్సన్ & నోకియా & ఉచిత బ్లూటూత్! ఆరెంజ్ పై డబుల్ మిన్స్ & 1000 Txt. 08000839402 మొబైల్ అప్ 8 కు కాల్ చేయండి లేదా కాల్ 2ఆప్టౌట్/F4Q=",Telugu,Microsoft
spam,ఇదిగో మీ డిస్కౌంట్ కోడ్ RP176781. తదుపరి సందేశాలను ఆపడానికి రిప్లై ఆపండి. www.regalportfolio.co.uk. కస్టమర్ సర్వీసెస్ 08717205546,Telugu,Microsoft
ham,"బాగుంది, మీరు సిద్ధంగా ఉన్నప్పుడు నాకు మెసేజ్ చేయండి",Telugu,Microsoft
ham,"హలో మై బాయ్ టాయ్ ... గీయీ నేను ఇప్పటికే మిమ్మల్ని మిస్ అవుతున్నాను మరియు నేను ఇప్పుడే మేల్కొన్నాను. మీరు నాతో మంచం మీద ఉంటే బాగుండేది, నన్ను కౌగిలించుకుంటున్నాను. నేను నిన్ను ప్రేమిస్తున్నాను...",Telugu,Microsoft
ham,నేను నిన్ను మంచం మీద కూడా చెడగొడతాను:),Telugu,Microsoft
ham,నేను స్నానానికి వెళ్తున్నాను &lt; #&gt; నిమిషం..,Telugu,Microsoft
ham,ప్రజలు ధరను అంగీకరిస్తే నేను చెల్లించగలననే నమ్మకం లేకపోతే నేను వారితో మాట్లాడలేను. కాబట్టి మీరు నిజంగా ఏమి కొనాలనుకుంటున్నారో మరియు మీరు ఎంత చెల్లించడానికి సిద్ధంగా ఉన్నారో దయచేసి నాకు చెప్పండి,Telugu,Microsoft
spam,"మీ రింగ్ టోన్ ఆర్డర్ కు ధన్యవాదాలు, రిఫరెన్స్ T91. మీకు వారానికి జిబిపి 4 ఛార్జ్ చేయబడుతుంది. 09057039994 లో కస్టమర్ సేవలకు కాల్ చేయడం ద్వారా మీరు ఎప్పుడైనా అన్ సబ్ స్క్రైబ్ చేయవచ్చు.",Telugu,Microsoft
ham,మీరు నన్ను చూసి ఉండొచ్చు.. నేను నిన్ను గుర్తుపట్టలేదు ఫేస్.:),Telugu,Microsoft
ham,న్యూ ఇయర్ సందర్భంగా లిండ్సేలో చాలా విషయాలు జరగడం లేదు *నిట్టూర్పులు * పిటిబోలోని కొన్ని బార్లు మరియు బ్లూ హెరాన్ లో ఏదో జరుగుతోంది,Telugu,Microsoft
ham,రిను తీసుకువస్తే నా పాయసం అక్కడే ఉంచండి,Telugu,Microsoft
ham,రంజిత్ సార్ నన్ను పిలిచారని చెప్పాను. అలా ఎస్ఎంఎస్ లు మాత్రమే ఇస్తున్నాను. ప్రాజెక్ట్ గురించి బెకాస్ వెరిఫై చేస్తున్నాడు. నన్ను తప్పు పట్టొద్దు అని ప్రభు ఈ రోజు చెప్పాడు..,Telugu,Microsoft
ham,"అందుకే మీరు ఆందోళన చెందుతున్నారని నేను అనుకుంటున్నాను. శరీరం తనను తాను రిపేర్ చేసుకోవడానికి ఒక మార్గం ఉందని మీరు తెలుసుకోవాలి. మీరు ఆందోళన చెందాల్సిన అవసరం లేదని నేను ఖచ్చితంగా అనుకుంటున్నాను. మేము దానిని నెమ్మదిగా తీసుకుంటాము. మొదట పరీక్షలు, మీ అండోత్సర్గము ఎప్పుడు ఉందో వారు మార్గనిర్దేశం చేస్తారు, ఆపై విశ్రాంతి తీసుకోండి. మీరు చెప్పిన ఏదీ ఆందోళనకు కారణం కాదు, కానీ నేను మిమ్మల్ని అనుసరిస్తూనే ఉంటాను.",Telugu,Microsoft
ham,"అవును ఖచ్చితంగా, నా పర్సును ట్రాక్ చేయడానికి నాకు రెండు నిమిషాలు ఇవ్వండి",Telugu,Microsoft
ham,హేయ్ వదిలేయండి. పెద్ద విషయం కాదు :-) జాగ్రత్త వహించండి.,Telugu,Microsoft
ham,హేయ్ లేటుగా వస్తాను... 945+ వద్ద కలుద్దాం,Telugu,Microsoft
spam,"ఆరెంజ్ లో డబుల్ మిన్స్ మరియు టీఎక్స్ టి 4 ఉచిత బ్లూటూత్. సోనీ, నోకియా మోటరోలా ఫోన్లలో లభిస్తుంది. 08000839402 మొబైల్ అప్ 8 కు కాల్ చేయండి లేదా కాల్2ఆప్టౌట్/N9DXకు కాల్ చేయండి",Telugu,Microsoft
ham,కస్టమర్ ప్లేస్ నేను మీకు కాల్ చేస్తాను.,Telugu,Microsoft
ham,ఆ సమయంలో మీకు సరదా నచ్చదు,Telugu,Microsoft
spam,ఆరెంజ్ లైన్ రెంటల్ & లేటెస్ట్ కెమెరా ఫోన్లు 4 ఉచితం. మీ ఫోన్ 11 మీటర్లు ఉందా? కాల్ మొబైల్స్ ఇప్పుడు అప్ డేట్ చేయడానికి 08000938767 లో ఉచితంగా డైరెక్ట్ చేయండి! or2stoptxt,Telugu,Microsoft
ham,చాలా ఆలస్యమైంది... విందు ఎప్పుడు?,Telugu,Microsoft
ham,హేయ్ ఇది కూర్చొని మనం ఇంట్రో పైలేట్స్ కు మాత్రమే వెళ్తున్నామా? లేక కిక్ బాక్సింగ్ కూడానా? ,Telugu,Microsoft
ham,పొద్దున్నే ఓకే చెప్పగలను.,Telugu,Microsoft
ham,"అవుననే అనుకుంటున్నాను. నేను ఆఫీసులో ఉన్నాను కానీ నా ఒడి గదిలో ఉంది, ఇది గత కొన్ని రోజులుగా కొనసాగుతోంది. నేను దాన్ని మూసివేయలేదు.",Telugu,Microsoft
ham,7.30 నిమిషాలకు మిమ్మల్ని ఎత్తుకోండి? ఏ సమయం ఉంది మరియు అది వెళుతుంది?,Telugu,Microsoft
ham,ఇక్కడి నుంచి ప్రతి రెండు నెలలకు ఒకసారి పర్ఫార్మెన్స్ అవార్డ్ లెక్కిస్తారు.ప్రస్తుత నెల కాలానికి కాదు..,Telugu,Microsoft
ham,నిజంగా నిద్రపోతున్నాను మరియు మీరు తిరిగి కాల్ చేసినప్పుడు ఇంకా ఉండవచ్చు. కాబట్టి ఒక టెక్స్ట్ GR8. మీరు రాక్ సిస్. నేను మేల్కొన్నప్పుడు మీకు ఒక సందేశం పంపుతాను.,Telugu,Microsoft
ham,"మీరు ఎల్లప్పుడూ మీ వ్యాపారాన్ని అక్కడే ఉంచుతారు. మీ గాడిద ఫొటోలను ఫేస్ బుక్ లో పెడతారు. నేను కలిసిన అత్యంత ఓపెన్ పర్సన్స్ లో మీరు ఒకరు. మీ గది ఫోటో మిమ్మల్ని బాధపెడుతుందని, ఉల్లంఘించిన భావన కలిగిస్తుందని నేను ఎందుకు అనుకుంటున్నాను.",Telugu,Microsoft
ham,"గుడ్ ఈవెనింగ్ సర్, అల్ సలాం వాహ్లిక్కుమ్.ఒక సంతోషకరమైన వార్తను పంచుకుంటున్నారు. దేవుడి దయవల్ల తయ్యర్ టిస్కో నుంచి ఆఫర్ రావడంతో ఉద్యోగంలో చేరాను. మీరు బాగున్నారని ఆశిస్తున్నాను. ఇన్షా అల్లాహ్, ఎప్పుడైనా కలుద్దాం. భారత్ నుంచి వచ్చిన రాకేష్..",Telugu,Microsoft
ham,హ్మ్మ్... k... కానీ నేను ఫీల్డ్ ని త్వరగా మార్చాలనుకుంటున్నాను డా:-)నేను సిస్టమ్ అడ్మినిస్ట్రేటర్ లేదా నెట్ వర్క్ అడ్మినిస్ట్రేటర్ ని పొందాలనుకుంటున్నాను..,Telugu,Microsoft
spam,"ఉచిత రింగ్ టోన్ టెక్స్ట్ మొదట పాలీ కోసం 87131 కు లేదా నిజమైన టోన్ కోసం 87131 కు పొందండి! సహాయం చేయు? 0845 2814032 16 మొదటి ఉచితం తరువాత, టోన్ లు 3xå£150pw నుంచి నిలిపివేయడానికి 3xå£150pw",Telugu,Microsoft
ham,మీరు ఇక్కడికి వచ్చే వరకు అవేవీ జరగడం లేదు.,Telugu,Microsoft
ham,"అవును, &lt; #&gt; యొక్క గొప్ప లోక్సాహట్చీ క్రిస్మస్ చెట్టు దహనం ఒక గంటలో ప్రారంభమవుతుంది",Telugu,Microsoft
ham,"హాహా యూఎస్ఎఫ్ మనిషికి డ్రైవింగ్ అలవాటు చేసుకోండి, నాకు చాలా మంది స్టోనర్లు తెలుసు",Telugu,Microsoft
ham,నా ఫావ్ డార్లింగ్స్ తో ఈ పీఎంలో కొంచెం డిజాస్టర్ క్లాస్ వరకు అంతా బాగానే ఉంది! హోప్ డే ఆఫ్ ఓకే. రేపు లేటుగా ఉండలేం కాబట్టి కాఫీ బాగుంటుంది. ఎప్పటిలాగే అదే సమయం + ప్రదేశం?,Telugu,Microsoft
ham,హలో! గుడ్ వీక్? తరువాత డ్రింక్ లేదా మరేదైనా కావాలా?,Telugu,Microsoft
ham,బస్ టాప్ వైపుకు వెళ్లండి,Telugu,Microsoft
ham,సందేశం:కొన్ని టెక్స్ట్ మిస్సింగ్ * పంపే వ్యక్తి:పేరు తప్పిపోయింది* *నంబర్ మిస్సింగ్ *పంపినది:డేట్ మిస్సింగ్ *మిస్సింగ్ యూ చాలా మిస్సింగ్ యూ fullonsms.com,Telugu,Microsoft
ham,ఏదో ఒక సమయంలో మా గదికి రండి కాబట్టి ఈ వారాంతానికి మనం ప్రణాళికను సిద్ధం చేసుకోవచ్చు,Telugu,Microsoft
ham,ఎందుకంటే అది నీ విషయం కావాలని కోరుకుంటున్నాను.,Telugu,Microsoft
ham,"ఓకీస్... నేను కూడా వెళతాను... మనం ఎఆర్ డి ఓసోను దాటవేయవచ్చు, గో సినీ డెన్ గో మిస్టర్ వన్, బ్లాహ్ బ్లాహ్... ",Telugu,Microsoft
ham,ఇంటికి కొంత వెండీ =D తీసుకురండి,Telugu,Microsoft
spam,100 డేటింగ్ సర్వీస్ కాల్; l 09064012103 box334sk38ch,Telugu,Microsoft
ham,సరే ఇప్పుడు నాకో కొత్త లక్ష్యం ఉంది.,Telugu,Microsoft
spam,మా £250 వీక్లీ కాంపిటీషన్ లో ఉచిత ప్రవేశం కేవలం విన్ అనే పదాన్ని 80086 నౌకు టెక్స్ట్ చేయండి. 18 టీ అండ్ సీ www.txttowin.co.uk,Telugu,Microsoft
spam,లోగో పంపండి 2 మీ ప్రేమికుడు - హృదయంతో కలిపిన 2 పేర్లు. Txt Love Name1 Name2 Mobno ఉదా: లవ్ ఆడమ్ ఈవ్ 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Telugu,Microsoft
spam,ఎవరో మా డేటింగ్ సర్వీస్ ను సంప్రదించారు మరియు మీ ఫోన్ లోకి ప్రవేశించారు ఎందుకంటే వారు మిమ్మల్ని ఇష్టపడతారు! ల్యాండ్ లైన్ 09111032124 నుంచి ఎవరెవరికి కాల్ చేస్తున్నారో తెలుసుకోవాలంటే.. PoBox12n146tf150p,Telugu,Microsoft
spam,అత్యవసరం! మీ మొబైల్ నెంబరుకు £2000 ప్రైజ్ గ్యారంటీ ఇవ్వబడింది. ల్యాండ్ లైన్ నుంచి 09058094455 కు కాల్ చేయండి. క్లెయిమ్ 3030. చెల్లుబాటు అయ్యే 12 గంటలు మాత్రమే,Telugu,Microsoft
ham,సరే. ఆమె బాగానే ఉంటుంది. నేను ఊహిస్తున్నాను,Telugu,Microsoft
ham,ఆతి.. ఎక్కడున్నావ్ డియర్..,Telugu,Microsoft
ham,మూత్ర విసర్జనపై ఏమైనా నొప్పి ఉందా?,Telugu,Microsoft
ham,ఎస్ప్లానేడ్ వద్ద 7.. ఈ రోజు నాకు కారు లేదు కాబట్టి నాకు లిఫ్ట్ ఇవ్వడానికి Ì_ అభ్యంతరం లేదు..,Telugu,Microsoft
ham,నేను అత్యవసరంగా బిఎమ్ డబ్ల్యూ కారు కొనాలని అనుకోలేదు.. ఇది అత్యవసరం. కానీ &lt;#&gt; లక్షల కొరత ఉంది. &lt;#&gt; లక్షలు.. అదే నా ప్రోబ్,Telugu,Microsoft
ham,ఇంట్లో టీవీ చూస్తూ..,Telugu,Microsoft
ham,అవును లేదా కాదు అనే ప్రశ్నకు సమాధానం ఇవ్వడానికి ఆమె సాధారణంగా పదిహేను నిమిషాలు తీసుకుంటుందా,Telugu,Microsoft
spam,కంగ్రాట్స్! నోకియా 3650 వీడియో కెమెరా ఫోన్ మీ కాల్ 09066382422 కాల్స్ ధర 150 పిపిఎమ్ అవే కాల్ 3 నిమిషాలు మొబైల్స్ నుండి మారుతూ ఉంటాయి 16+ క్లోజ్ 300603 పోస్ట్ BCM4284 Ldn WC1N3XX,Telugu,Microsoft
ham,మీరు ఇప్పుడు అందుబాటులో ఉన్నారా? నేను హిల్స్ బరో మరియు &lt; #&gt; చుట్టూ ఉన్నాను,Telugu,Microsoft
ham,పంపిన సందేశం &lt; #&gt; డాలర్లు. నేను &lt;#&gt; లేదా &lt;#&gt; చెల్లించాలా?,Telugu,Microsoft
ham,"జి లేదా ఐయోరీని అడగండి, నేను ఇప్పటికే పదిసార్లు కథ చెప్పాను",Telugu,Microsoft
ham,ఆపిల్బీస్కు ఎంత సమయం పడుతుంది,Telugu,Microsoft
ham,"హాయ్ ఈ ప్రయాణం మీకు లభిస్తుందని ఆశిస్తున్నాను, ఇప్పుడు సుమారు 50 నిమిషాలు ఆలస్యంగా ఉందని నేను అనుకుంటున్నాను.",Telugu,Microsoft
ham,కానీ చేయాలి. నాకు ప్రేమ మరియు ఏర్పాట్లు చేయడం ఇష్టం.,Telugu,Microsoft
ham,అవును.. ఆయన నిజంగా గ్రేట్.. ప్రపంచంలో సచిన్ తర్వాత అత్యుత్తమ క్రికెటర్ అయిన కల్లిస్ కు ఔటవ్వడం చాలా కష్టమని భజీ అన్నాడు.,Telugu,Microsoft
ham,మీరు నన్ను మేల్కొల్పాలి&gt;:(,Telugu,Microsoft
ham,ఓఐసీ... నేను కూడా ఆయన్ని చూశాను కానీ... నాకు ఒక సమూహం దొరికింది...,Telugu,Microsoft
ham,\హే హేయ్ మాంకీస్ ప్రజలు మేము కోతులు అని చెబుతాము! హౌడీ బ్యూటిఫుల్,Telugu,Microsoft
ham,"క్షమించండి, నా బ్యాటరీ చనిపోయింది, నేను రాగలను, కానీ నేను ప్రస్తుతానికి ఒక గ్రాము మాత్రమే పొందుతున్నాను, మీ స్థలం ఎక్కడ ఉంది?",Telugu,Microsoft
ham,"బాగా చేశాను, బ్లిమీ, వ్యాయామం, అవును, నాకు గుర్తుంది, అంటే, హ్మ్మ్. ",Telugu,Microsoft
ham,"నాకు ఏకాగ్రత రాదు డియర్ నీవే నా మనసు, అన్నీ నీకు తెలుసు :-)",Telugu,Microsoft
ham,LOL ... న్యూ ఇయర్ కోసం ప్లాన్ చేశారా?,Telugu,Microsoft
ham,10 నిమిషాల తర్వాత...,Telugu,Microsoft
ham,విపరీతంగా హంగామా!,Telugu,Microsoft
ham,ఈ రోజు మీకు మంచి రోజు ఉందని ఆశించినందుకు ధన్యవాదాలు,Telugu,Microsoft
ham,K:)k:)మీరు బదిలీ చేయదలిచిన వివరాలు ఏమిటి?acc సరిపోదా?,Telugu,Microsoft
ham,"సరే ఆమెను బయట ఉండమని చెబుతాను. అవును ఇది కఠినంగా ఉంది, కానీ ఈ నెలలో పరిస్థితులు మెరుగుపడతాయని మేము ఆశాభావంతో ఉన్నాము.",Telugu,Microsoft
spam,"ఏదైనా ప్రయోజనం కోసం £500 - £75,000 వరకు రుణం లభిస్తుంది. ఇంటి యజమానులు + అద్దెదారులు స్వాగతం. మీరు ఇంతకు ముందు తిరస్కరించబడ్డారా? మేము ఇంకా సహాయం చేయగలము. ఉచిత 0800 1956669 కు కాల్ చేయండి లేదా 'హెల్ప్' కు టెక్స్ట్ బ్యాక్ చేయండి",Telugu,Microsoft
